2022-12-09 09:33:34,291 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('20110531')'
2022-12-09 09:33:37,502 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('20110603')'
2022-12-09 09:34:02,655 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('20110602')'
2022-12-09 09:45:49,257 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('')'
2022-12-09 09:46:05,548 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('')'
2022-12-09 09:46:08,050 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('')'
2022-12-09 09:46:18,507 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('')'
2022-12-09 09:46:20,164 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('')'
2022-12-09 09:46:32,337 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('')'
2022-12-09 09:46:37,777 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('20110601')'
2022-12-09 09:46:45,456 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('20110601')'
2022-12-09 09:46:49,774 | BemsService | INFO | succeed to do 'GetAhuTotalPowerHourly('20110603')'
